id,name,sex,age,height,weight,year,season,sport,event,medal,country
43239,Kristina Nicole Groves,F,33,175,66,2010,Winter,Speed Skating,"Speed Skating Women's 1,500 metres",Silver,Canada
43239,Kristina Nicole Groves,F,33,175,66,2010,Winter,Speed Skating,"Speed Skating Women's 3,000 metres",Bronze,Canada
43241,Madeline Groves,F,21,179,66,2016,Summer,Swimming,Swimming Women's 200 metres Butterfly,Silver,Australia
43241,Madeline Groves,F,21,179,66,2016,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver,Australia
43252,Mariya Zdravkova Grozdeva (Grigorova-),F,28,163,63,2000,Summer,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold,Bulgaria
43252,Mariya Zdravkova Grozdeva (Grigorova-),F,32,163,63,2004,Summer,Shooting,"Shooting Women's Air Pistol, 10 metres",Bronze,Bulgaria
43252,Mariya Zdravkova Grozdeva (Grigorova-),F,32,163,63,2004,Summer,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Gold,Bulgaria
43267,Bernhard Gruber,M,27,185,71,2010,Winter,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",Bronze,Austria
43267,Bernhard Gruber,M,27,185,71,2010,Winter,Nordic Combined,Nordic Combined Men's Team,Gold,Austria
43267,Bernhard Gruber,M,31,185,71,2014,Winter,Nordic Combined,Nordic Combined Men's Team,Bronze,Austria
43278,Michael Gruber,M,22,182,67,2002,Winter,Nordic Combined,Nordic Combined Men's Team,Bronze,Austria
43278,Michael Gruber,M,26,182,67,2006,Winter,Nordic Combined,Nordic Combined Men's Team,Gold,Austria
43284,Luka Grubor,M,26,198,102,2000,Summer,Rowing,Rowing Men's Coxed Eights,Gold,UK
43286,Sylwia Gruchaa,F,18,172,59,2000,Summer,Fencing,"Fencing Women's Foil, Team",Silver,Poland
43286,Sylwia Gruchaa,F,22,172,59,2004,Summer,Fencing,"Fencing Women's Foil, Individual",Bronze,Poland
43288,Sandrine Gruda,F,25,193,83,2012,Summer,Basketball,Basketball Women's Basketball,Silver,France
43300,Hans Gruhne,M,27,193,92,2016,Summer,Rowing,Rowing Men's Quadruple Sculls,Gold,Germany
43311,Gauthier Grumier,M,32,188,83,2016,Summer,Fencing,"Fencing Men's epee, Individual",Bronze,France
43311,Gauthier Grumier,M,32,188,83,2016,Summer,Fencing,"Fencing Men's epee, Team",Gold,France
43390,Maja Corina Grnbek,F,29,180,74,2000,Summer,Handball,Handball Women's Handball,Gold,Denmark
43397,Audun Grnvold,M,33,186,88,2010,Winter,Freestyle Skiing,Freestyle Skiing Men's Ski Cross,Bronze,Norway
43411,Gu Beibei,F,27,166,48,2008,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,China
43412,Gu Bon-Gil,M,23,182,70,2012,Summer,Fencing,"Fencing Men's Sabre, Team",Gold,South Korea
43413,Gu Dae-Seong,M,31,183,82,2000,Summer,Baseball,Baseball Men's Baseball,Bronze,South Korea
43418,Gu Ja-Cheol,M,23,182,83,2012,Summer,Football,Football Men's Football,Bronze,South Korea
43423,Gu Jun,F,25,165,62,2000,Summer,Badminton,Badminton Women's Doubles,Gold,China
43430,Gu Xiao,F,23,174,60,2016,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,China
43505,Franziska Gude (-Lwe),F,28,165,62,2004,Summer,Hockey,Hockey Women's Hockey,Gold,Germany
43512,"Tatiana ""Tania"" Guderzo",F,23,160,55,2008,Summer,Cycling,"Cycling Women's Road Race, Individual",Bronze,Italy
43550,Christophe Ren Marcel Gunot,M,29,178,74,2008,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze,France
43551,Steeve Franois Fabien Gunot,M,22,172,66,2008,Summer,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold,France
43551,Steeve Franois Fabien Gunot,M,26,172,66,2012,Summer,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze,France
43558,Steve Guerdat,M,26,182,70,2008,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,Switzerland
43558,Steve Guerdat,M,30,182,70,2012,Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold,Switzerland
43559,Michelle Guerette,F,27,180,77,2008,Summer,Rowing,Rowing Women's Single Sculls,Silver,USA
43561,"William Robert ""Bill"" Guerin",M,31,188,95,2002,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,USA
43570,Evandro Motta Guerra,M,34,207,106,2016,Summer,Volleyball,Volleyball Men's Volleyball,Gold,Brazil
43620,David Guest,M,26,177,75,2008,Summer,Hockey,Hockey Men's Hockey,Bronze,Australia
43670,Brigitte Guibal,F,29,170,58,2000,Summer,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Silver,France
43676,Rianne Dorian Guichelaar,F,24,174,63,2008,Summer,Water Polo,Water Polo Women's Water Polo,Gold,Netherlands
43698,Michal Yves Robert Guigou,M,26,179,79,2008,Summer,Handball,Handball Men's Handball,Gold,France
43698,Michal Yves Robert Guigou,M,30,179,79,2012,Summer,Handball,Handball Men's Handball,Gold,France
43698,Michal Yves Robert Guigou,M,34,179,79,2016,Summer,Handball,Handball Men's Handball,Silver,France
43702,Rafael Guijosa Castillo,M,31,182,78,2000,Summer,Handball,Handball Men's Handball,Bronze,Spain
43708,Leandro Marques Guilheiro,M,21,176,81,2004,Summer,Judo,Judo Men's Lightweight,Bronze,Brazil
43708,Leandro Marques Guilheiro,M,24,176,81,2008,Summer,Judo,Judo Men's Lightweight,Bronze,Brazil
43735,Jonathan Guilmette,M,23,180,75,2002,Winter,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Silver,Canada
43735,Jonathan Guilmette,M,23,180,75,2002,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold,Canada
43735,Jonathan Guilmette,M,27,180,75,2006,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver,Canada
43796,Ragnhild ren Gulbrandsen,F,23,171,71,2000,Summer,Football,Football Women's Football,Gold,Norway
43797,Solveig Ingersdatter Gulbrandsen (-Andreassen),F,19,170,61,2000,Summer,Football,Football Women's Football,Gold,Norway
43819,Alejandra Laura Gulla,F,27,165,62,2004,Summer,Hockey,Hockey Women's Hockey,Bronze,Argentina
43819,Alejandra Laura Gulla,F,31,165,62,2008,Summer,Hockey,Hockey Women's Hockey,Bronze,Argentina
43834,Krista Guloien,F,32,177,73,2012,Summer,Rowing,Rowing Women's Coxed Eights,Silver,Canada
43887,Trude Gundersen (-Lehmann),F,23,170,63,2000,Summer,Taekwondo,Taekwondo Women's Welterweight,Silver,Norway
43908,Chanda Leigh Gunn,F,26,170,63,2006,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,USA
43946,Sarah Gnther,F,21,167,55,2004,Summer,Football,Football Women's Football,Bronze,Germany
43956,Guo Dan,F,22,171,68,2008,Summer,Archery,Archery Women's Team,Silver,China
43965,Guo Jingjing,F,18,163,49,2000,Summer,Diving,Diving Women's Springboard,Silver,China
43965,Guo Jingjing,F,18,163,49,2000,Summer,Diving,Diving Women's Synchronized Springboard,Silver,China
43965,Guo Jingjing,F,22,163,49,2004,Summer,Diving,Diving Women's Springboard,Gold,China
43965,Guo Jingjing,F,22,163,49,2004,Summer,Diving,Diving Women's Synchronized Springboard,Gold,China
43965,Guo Jingjing,F,26,163,49,2008,Summer,Diving,Diving Women's Springboard,Gold,China
43965,Guo Jingjing,F,26,163,49,2008,Summer,Diving,Diving Women's Synchronized Springboard,Gold,China
43968,Guo Li,F,23,167,54,2016,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Silver,China
43977,Guo Shuang,F,22,170,70,2008,Summer,Cycling,Cycling Women's Sprint,Bronze,China
43977,Guo Shuang,F,26,170,70,2012,Summer,Cycling,Cycling Women's Sprint,Bronze,China
43977,Guo Shuang,F,26,170,70,2012,Summer,Cycling,Cycling Women's Keirin,Silver,China
43977,Guo Shuang,F,26,170,70,2012,Summer,Cycling,Cycling Women's Team Sprint,Silver,China
43978,Guo Wei,M,18,177,68,2002,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,China
43980,Guo Weiyang,M,24,160,52,2012,Summer,Gymnastics,Gymnastics Men's Team All-Around,Gold,China
43981,Guo Wenjun,F,24,168,60,2008,Summer,Shooting,"Shooting Women's Air Pistol, 10 metres",Gold,China
43981,Guo Wenjun,F,28,168,60,2012,Summer,Shooting,"Shooting Women's Air Pistol, 10 metres",Gold,China
43983,Guo Xinxin,F,26,157,60,2010,Winter,Freestyle Skiing,Freestyle Skiing Women's Aerials,Bronze,China
43986,Guo Yue,F,16,165,54,2004,Summer,Table Tennis,Table Tennis Women's Doubles,Bronze,China
43986,Guo Yue,F,20,165,54,2008,Summer,Table Tennis,Table Tennis Women's Singles,Bronze,China
43986,Guo Yue,F,20,165,54,2008,Summer,Table Tennis,Table Tennis Women's Team,Gold,China
43986,Guo Yue,F,24,165,54,2012,Summer,Table Tennis,Table Tennis Women's Team,Gold,China
44061,Yuliya Aleksandrovna Gushchina,F,25,174,61,2008,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,Russia
44061,Yuliya Aleksandrovna Gushchina,F,25,174,61,2008,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,Russia
44061,Yuliya Aleksandrovna Gushchina,F,29,174,61,2012,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,Russia
44066,"Bradley Raymond ""Brad"" Gushue",M,25,183,77,2006,Winter,Curling,Curling Men's Curling,Gold,Canada
44108,Mattias Oskar Gustafsson,M,34,193,104,2012,Summer,Handball,Handball Men's Handball,Silver,Sweden
44116,Gustavo Endres,M,28,203,98,2004,Summer,Volleyball,Volleyball Men's Volleyball,Gold,Brazil
44116,Gustavo Endres,M,32,203,98,2008,Summer,Volleyball,Volleyball Men's Volleyball,Silver,Brazil
44130,Bridgette Marie Gusterson (-Ireland),F,27,180,74,2000,Summer,Water Polo,Water Polo Women's Water Polo,Gold,Australia
44131,Diana Vladimirovna Gustilina,F,30,180,72,2004,Summer,Basketball,Basketball Women's Basketball,Bronze,Russia
44137,Lara Gut,F,22,160,58,2014,Winter,Alpine Skiing,Alpine Skiing Women's Downhill,Bronze,Switzerland
44174,Jorge Gutirrez Espinosa,M,24,180,71,2000,Summer,Boxing,Boxing Men's Middleweight,Gold,Cuba
44179,Juan Pedro Gutirrez Llanas,M,24,204,112,2008,Summer,Basketball,Basketball Men's Basketball,Bronze,Argentina
44181,Leonardo Martn Gutirrez,M,26,200,105,2004,Summer,Basketball,Basketball Men's Basketball,Gold,Argentina
44181,Leonardo Martn Gutirrez,M,30,200,105,2008,Summer,Basketball,Basketball Men's Basketball,Bronze,Argentina
44231,James George Guy,M,20,187,83,2016,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,UK
44231,James George Guy,M,20,187,83,2016,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,UK
44240,Brice Emmanuel Guyart,M,19,186,75,2000,Summer,Fencing,"Fencing Men's Foil, Team",Gold,France
44240,Brice Emmanuel Guyart,M,23,186,75,2004,Summer,Fencing,"Fencing Men's Foil, Individual",Gold,France
44313,Gwak Dong-Han,M,24,183,90,2016,Summer,Judo,Judo Men's Middleweight,Bronze,South Korea
44318,Gwak Yun-Gi,M,20,164,57,2010,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver,South Korea
44328,Gwon Hyeok,M,24,187,90,2008,Summer,Baseball,Baseball Men's Baseball,Gold,South Korea
44366,Kate Gynther,F,26,175,73,2008,Summer,Water Polo,Water Polo Women's Water Polo,Bronze,Australia
44366,Kate Gynther,F,30,175,73,2012,Summer,Water Polo,Water Polo Women's Water Polo,Bronze,Australia
44384,Mario-Elio Gyr,M,31,187,76,2016,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Gold,Switzerland
44410,Dniel Gyurta,M,15,185,77,2004,Summer,Swimming,Swimming Men's 200 metres Breaststroke,Silver,Hungary
44410,Dniel Gyurta,M,23,185,77,2012,Summer,Swimming,Swimming Men's 200 metres Breaststroke,Gold,Hungary
44426,Ha Tae-Gwon,M,25,187,87,2000,Summer,Badminton,Badminton Men's Doubles,Bronze,South Korea
44426,Ha Tae-Gwon,M,29,187,87,2004,Summer,Badminton,Badminton Men's Doubles,Gold,South Korea
44433,Anna Margret Haag (Hansson-),F,23,163,58,2010,Winter,Cross Country Skiing,Cross Country Skiing Women's 15 km Skiathlon,Silver,Sweden
44433,Anna Margret Haag (Hansson-),F,23,163,58,2010,Winter,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,Silver,Sweden
44433,Anna Margret Haag (Hansson-),F,27,163,58,2014,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Gold,Sweden
44478,"Thomas Mario ""Tommy"" Haas",M,22,188,78,2000,Summer,Tennis,Tennis Men's Singles,Silver,Germany
44479,Francis Townley Haas,M,19,196,84,2016,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,USA
44487,Mandy Haase,F,22,164,58,2004,Summer,Hockey,Hockey Women's Hockey,Gold,Germany
44529,Florencia Martina Habif,F,18,161,47,2012,Summer,Hockey,Hockey Women's Hockey,Silver,Argentina
44535,Gianna Habltzel-Brki,F,30,162,50,2000,Summer,Fencing,"Fencing Women's epee, Individual",Silver,Switzerland
44535,Gianna Habltzel-Brki,F,30,162,50,2000,Summer,Fencing,"Fencing Women's epee, Team",Silver,Switzerland
44566,Marcel Hacker,M,23,196,101,2000,Summer,Rowing,Rowing Men's Single Sculls,Bronze,Germany
44569,Grant George Hackett,M,20,198,96,2000,Summer,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,Australia
44569,Grant George Hackett,M,20,198,96,2000,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold,Australia
44569,Grant George Hackett,M,24,198,96,2004,Summer,Swimming,Swimming Men's 400 metres Freestyle,Silver,Australia
44569,Grant George Hackett,M,24,198,96,2004,Summer,Swimming,"Swimming Men's 1,500 metres Freestyle",Gold,Australia
44569,Grant George Hackett,M,24,198,96,2004,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,Australia
44569,Grant George Hackett,M,28,198,96,2008,Summer,Swimming,"Swimming Men's 1,500 metres Freestyle",Silver,Australia
44569,Grant George Hackett,M,28,198,96,2008,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,Australia
44574,Georg Hackl,M,35,172,79,2002,Winter,Luge,Luge Men's Singles,Silver,Germany
44667,Kai Hfner,M,27,192,95,2016,Summer,Handball,Handball Men's Handball,Bronze,Germany
44679,Ryunosuke Haga,M,25,186,100,2016,Summer,Judo,Judo Men's Half-Heavyweight,Bronze,Japan
44687,Roman Hagara,M,34,171,68,2000,Summer,Sailing,Sailing Mixed Multihull,Gold,Austria
44687,Roman Hagara,M,38,171,68,2004,Summer,Sailing,Sailing Mixed Multihull,Gold,Austria
44694,Carl Oliver Ruud Hagelin,M,25,182,85,2014,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,Sweden
44721,Axel Hager,M,31,202,97,2000,Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Bronze,Germany
44724,Jamie Hagerman,F,24,175,77,2006,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,USA
44726,"Joseph ""Joey"" Hagerty",M,26,163,61,2008,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze,USA
44745,Kosuke Hagino,M,17,177,71,2012,Summer,Swimming,Swimming Men's 400 metres Individual Medley,Bronze,Japan
44745,Kosuke Hagino,M,21,177,71,2016,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,Japan
44745,Kosuke Hagino,M,21,177,71,2016,Summer,Swimming,Swimming Men's 200 metres Individual Medley,Silver,Japan
44745,Kosuke Hagino,M,21,177,71,2016,Summer,Swimming,Swimming Men's 400 metres Individual Medley,Gold,Japan
44761,Niklas Hagman,M,26,183,92,2006,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,Finland
44761,Niklas Hagman,M,30,183,92,2010,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Finland
44789,Lisa Hahn-Altenburg,F,26,155,58,2016,Summer,Hockey,Hockey Women's Hockey,Bronze,Germany
44811,Juliette Anne Haigh,F,29,176,69,2012,Summer,Rowing,Rowing Women's Coxless Pairs,Bronze,New Zealand
44858,Andreas Hajek,M,32,195,100,2000,Summer,Rowing,Rowing Men's Quadruple Sculls,Bronze,Germany
44896,Biurakn Hakhverdian,F,22,172,65,2008,Summer,Water Polo,Water Polo Women's Water Polo,Gold,Netherlands
44904,Henri Hkkinen,M,28,189,86,2008,Summer,Shooting,"Shooting Men's Air Rifle, 10 metres",Bronze,Finland
44914,Aika Hakoyama,F,25,176,65,2016,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze,Japan
44993,Arman Hall,M,22,183,75,2016,Summer,Athletics,Athletics Men's 4 x 400 metres Relay,Gold,USA
45037,Thomas Hall,M,26,182,82,2008,Summer,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze,Canada
45039,"Gary Wayne Hall, Jr.",M,25,198,99,2000,Summer,Swimming,Swimming Men's 50 metres Freestyle,Gold,USA
45039,"Gary Wayne Hall, Jr.",M,25,198,99,2000,Summer,Swimming,Swimming Men's 100 metres Freestyle,Bronze,USA
45039,"Gary Wayne Hall, Jr.",M,25,198,99,2000,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,USA
45039,"Gary Wayne Hall, Jr.",M,25,198,99,2000,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA
45039,"Gary Wayne Hall, Jr.",M,29,198,99,2004,Summer,Swimming,Swimming Men's 50 metres Freestyle,Gold,USA
45039,"Gary Wayne Hall, Jr.",M,29,198,99,2004,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,USA
45143,Trine Haltvik,F,35,172,71,2000,Summer,Handball,Handball Women's Handball,Bronze,Norway
45178,Kyoko Hamaguchi,F,26,170,72,2004,Summer,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze,Japan
45178,Kyoko Hamaguchi,F,30,170,72,2008,Summer,Wrestling,"Wrestling Women's Heavyweight, Freestyle",Bronze,Japan
45219,Fabian Hambchen,M,20,164,62,2008,Summer,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze,Germany
45219,Fabian Hambchen,M,24,164,62,2012,Summer,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,Germany
45219,Fabian Hambchen,M,28,164,62,2016,Summer,Gymnastics,Gymnastics Men's Horizontal Bar,Gold,Germany
45242,Charles Hamelin,M,21,175,71,2006,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver,Canada
45242,Charles Hamelin,M,25,175,71,2010,Winter,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Gold,Canada
45242,Charles Hamelin,M,25,175,71,2010,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold,Canada
45242,Charles Hamelin,M,29,175,71,2014,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Gold,Canada
45243,Franois Hamelin,M,23,175,73,2010,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold,Canada
45250,"Daniel ""Dan"" Hamhuis",M,31,185,92,2014,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Canada
45272,Claire Hamilton,F,25,170,63,2014,Winter,Curling,Curling Women's Curling,Bronze,UK
45284,Kyle Hamilton,M,30,199,96,2008,Summer,Rowing,Rowing Men's Coxed Eights,Gold,Canada
45305,Erin Mullady Hamlin,F,27,170,65,2014,Winter,Luge,Luge Women's Singles,Bronze,USA
45310,"Mariel Margaret ""Mia"" Hamm (-Corry, -Garciaparra)",F,28,165,56,2000,Summer,Football,Football Women's Football,Silver,USA
45310,"Mariel Margaret ""Mia"" Hamm (-Corry, -Garciaparra)",F,32,165,56,2004,Summer,Football,Football Women's Football,Gold,USA
45311,Morgan Carl Hamm,M,21,165,65,2004,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver,USA
45312,Paul Elbert Hamm,M,21,165,62,2004,Summer,Gymnastics,Gymnastics Men's Individual All-Around,Gold,USA
45312,Paul Elbert Hamm,M,21,165,62,2004,Summer,Gymnastics,Gymnastics Men's Team All-Around,Silver,USA
45312,Paul Elbert Hamm,M,21,165,62,2004,Summer,Gymnastics,Gymnastics Men's Horizontal Bar,Silver,USA
45322,Pauline Louisa Hammarlund,F,22,172,65,2016,Summer,Football,Football Women's Football,Silver,Sweden
45332,Sarah Kathryn Hammer (-Sparks),F,28,171,65,2012,Summer,Cycling,Cycling Women's Team Pursuit,Silver,USA
45332,Sarah Kathryn Hammer (-Sparks),F,28,171,65,2012,Summer,Cycling,Cycling Women's Omnium,Silver,USA
45332,Sarah Kathryn Hammer (-Sparks),F,32,171,65,2016,Summer,Cycling,Cycling Women's Team Pursuit,Silver,USA
45332,Sarah Kathryn Hammer (-Sparks),F,32,171,65,2016,Summer,Cycling,Cycling Women's Omnium,Silver,USA
45343,Gro Hammerseng (-Hammerseng-Edin),F,28,180,68,2008,Summer,Handball,Handball Women's Handball,Gold,Norway
45350,"Rebecca Lynn ""Becky"" Hammon",F,31,168,62,2008,Summer,Basketball,Basketball Women's Basketball,Bronze,Russia
45362,"Robert Rodney ""Rob"" Hammond",M,23,176,75,2004,Summer,Hockey,Hockey Men's Hockey,Gold,Australia
45362,"Robert Rodney ""Rob"" Hammond",M,27,176,75,2008,Summer,Hockey,Hockey Men's Hockey,Bronze,Australia
45427,Han Gi-Ju,M,21,186,90,2008,Summer,Baseball,Baseball Men's Baseball,Gold,South Korea
45443,Han Hyeong-Bae,M,24,184,82,2000,Summer,Hockey,Hockey Men's Hockey,Silver,South Korea
45486,Han Sun-Cheol,M,27,178,60,2012,Summer,Boxing,Boxing Men's Lightweight,Silver,South Korea
45489,Han Tianyu,M,17,173,65,2014,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Silver,China
45489,Han Tianyu,M,17,173,65,2014,Winter,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Bronze,China
45491,Han Xiaopeng,M,22,173,75,2006,Winter,Freestyle Skiing,Freestyle Skiing Men's Aerials,Gold,China
45496,Ying Han,F,33,170,60,2016,Summer,Table Tennis,Table Tennis Women's Team,Silver,Germany
45507,Jakub Hank,M,21,193,96,2004,Summer,Rowing,Rowing Men's Quadruple Sculls,Silver,Czech Republic
45514,Hanati Silamu,M,23,179,69,2008,Summer,Boxing,Boxing Men's Welterweight,Bronze,China
45525,Vincent Hancock,M,19,173,80,2008,Summer,Shooting,Shooting Men's Skeet,Gold,USA
45525,Vincent Hancock,M,23,173,80,2012,Summer,Shooting,Shooting Men's Skeet,Gold,USA
45559,Takuya Haneda,M,29,175,70,2016,Summer,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Bronze,Japan
45560,Tayyiba Mumtaz Haneef-Park,F,29,200,82,2008,Summer,Volleyball,Volleyball Women's Volleyball,Silver,USA
45560,Tayyiba Mumtaz Haneef-Park,F,33,200,82,2012,Summer,Volleyball,Volleyball Women's Volleyball,Silver,USA
45567,Martin Hner,M,23,184,83,2012,Summer,Hockey,Hockey Men's Hockey,Gold,Germany
45567,Martin Hner,M,27,184,83,2016,Summer,Hockey,Hockey Men's Hockey,Bronze,Germany
45568,Fiona Hanes-Crawford,F,23,158,56,2000,Summer,Softball,Softball Women's Softball,Bronze,Australia
45568,Fiona Hanes-Crawford,F,27,158,56,2004,Summer,Softball,Softball Women's Softball,Silver,Australia
45571,Halvard Hanevold,M,32,181,75,2002,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,Norway
45571,Halvard Hanevold,M,36,181,75,2006,Winter,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver,Norway
45571,Halvard Hanevold,M,36,181,75,2006,Winter,Biathlon,Biathlon Men's 20 kilometres,Bronze,Norway
45571,Halvard Hanevold,M,40,181,75,2010,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Gold,Norway
45595,Simone Hankin,F,27,182,80,2000,Summer,Water Polo,Water Polo Women's Water Polo,Gold,Australia
45621,"Thomas G. ""Tommy"" Hannan",M,20,188,91,2000,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA
45622,Sven Hannawald (Phler-),M,27,184,64,2002,Winter,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Silver,Germany
45622,Sven Hannawald (Phler-),M,27,184,64,2002,Winter,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold,Germany
45651,Mika Stefan Hannula,M,26,179,86,2006,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold,Sweden
45684,Brendan Joseph Hansen,M,22,183,85,2004,Summer,Swimming,Swimming Men's 100 metres Breaststroke,Silver,USA
45684,Brendan Joseph Hansen,M,22,183,85,2004,Summer,Swimming,Swimming Men's 200 metres Breaststroke,Bronze,USA
45684,Brendan Joseph Hansen,M,22,183,85,2004,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA
45684,Brendan Joseph Hansen,M,26,183,85,2008,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA
45684,Brendan Joseph Hansen,M,30,183,85,2012,Summer,Swimming,Swimming Men's 100 metres Breaststroke,Bronze,USA
45684,Brendan Joseph Hansen,M,30,183,85,2012,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold,USA
45685,Brian Hansen,M,19,183,82,2010,Winter,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Silver,USA
45732,Henrik Toft Hansen,M,29,200,105,2016,Summer,Handball,Handball Men's Handball,Gold,Denmark
45742,Jena Mai Hansen,F,27,166,60,2016,Summer,Sailing,Sailing Women's Skiff,Bronze,Denmark
45748,"Joseph ""Joey"" Hansen",M,24,198,97,2004,Summer,Rowing,Rowing Men's Coxed Eights,Gold,USA
45765,Kevin Christopher Hansen,M,26,196,93,2008,Summer,Volleyball,Volleyball Men's Volleyball,Gold,USA
45769,Lasse Norman Hansen,M,20,180,73,2012,Summer,Cycling,Cycling Men's Omnium,Gold,Denmark
45769,Lasse Norman Hansen,M,24,180,73,2016,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,Denmark
45769,Lasse Norman Hansen,M,24,180,73,2016,Summer,Cycling,Cycling Men's Omnium,Bronze,Denmark
45782,Mikkel Hansen,M,28,196,98,2016,Summer,Handball,Handball Men's Handball,Gold,Denmark
45790,Pia Carina Hansen (Larsson-),F,34,181,90,2000,Summer,Shooting,Shooting Women's Double Trap,Gold,Sweden
45793,Ren Toft Hansen,M,31,200,105,2016,Summer,Handball,Handball Men's Handball,Gold,Denmark
45824,"Boden Joseph ""Bo"" Hanson",M,27,199,100,2000,Summer,Rowing,Rowing Men's Coxless Fours,Bronze,Australia
45824,"Boden Joseph ""Bo"" Hanson",M,31,199,100,2004,Summer,Rowing,Rowing Men's Coxed Eights,Bronze,Australia
45825,Brooke Louise Hanson (-Clarke),F,26,175,67,2004,Summer,Swimming,Swimming Women's 100 metres Breaststroke,Silver,Australia
45825,Brooke Louise Hanson (-Clarke),F,26,175,67,2004,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,Australia
