id,name,sex,age,height,weight,year,season,sport,event,medal,country,medal_count
24864,Gunn Rita Dahle-Flesj,F,31,173,64,2004,Summer,Cycling,"Cycling Women's Mountainbike, Cross-Country",Gold,Norway,1
24879,Lisa Karolina Viktoria Dahlkvist,F,29,173,66,2016,Summer,Football,Football Women's Football,Silver,Sweden,1
24911,Dai Jun,M,20,181,75,2012,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,China,1
24913,Dai Xiaoxiang,M,21,178,70,2012,Summer,Archery,Archery Men's Individual,Bronze,China,1
24942,Ro Masivesi Dakuwaqa,M,22,190,105,2016,Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Gold,Fiji,1
24974,"Thomas Robert ""Tom"" Daley",M,18,177,74,2012,Summer,Diving,Diving Men's Platform,Bronze,UK,1
24974,"Thomas Robert ""Tom"" Daley",M,22,177,74,2016,Summer,Diving,Diving Men's Synchronized Platform,Bronze,UK,1
24981,"Phillip Peter ""Phil"" Dalhausser",M,28,206,93,2008,Summer,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold,USA,1
25003,Francesca Dallap,F,30,163,57,2016,Summer,Diving,Diving Women's Synchronized Springboard,Silver,Italy,1
25014,Petra Dallmann,F,25,184,69,2004,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze,Germany,1
25036,Chloe Elysha Dalton,F,23,180,72,2016,Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Gold,Australia,1
25098,Georgeta Damian-Andrunache,F,24,178,75,2000,Summer,Rowing,Rowing Women's Coxless Pairs,Gold,Romania,1
25098,Georgeta Damian-Andrunache,F,24,178,75,2000,Summer,Rowing,Rowing Women's Coxed Eights,Gold,Romania,1
25098,Georgeta Damian-Andrunache,F,28,178,75,2004,Summer,Rowing,Rowing Women's Coxless Pairs,Gold,Romania,1
25098,Georgeta Damian-Andrunache,F,28,178,75,2004,Summer,Rowing,Rowing Women's Coxed Eights,Gold,Romania,1
25098,Georgeta Damian-Andrunache,F,32,178,75,2008,Summer,Rowing,Rowing Women's Coxless Pairs,Gold,Romania,1
25098,Georgeta Damian-Andrunache,F,32,178,75,2008,Summer,Rowing,Rowing Women's Coxed Eights,Bronze,Romania,1
25104,Leandro Damio da Silva dos Santos,M,23,187,84,2012,Summer,Football,Football Men's Football,Silver,Brazil,1
25145,Blandine Dancette,F,28,169,60,2016,Summer,Handball,Handball Women's Handball,Silver,France,1
25170,Dang Ye-Seo,F,27,158,50,2008,Summer,Table Tennis,Table Tennis Women's Team,Bronze,South Korea,1
25194,Emmanuel Shinkut Daniel,M,22,174,88,2016,Summer,Football,Football Men's Football,Bronze,Nigeria,1
25208,Daniela Alves Lima,F,20,171,66,2004,Summer,Football,Football Women's Football,Silver,Brazil,1
25208,Daniela Alves Lima,F,24,171,66,2008,Summer,Football,Football Women's Football,Silver,Brazil,1
25255,Danilo Luiz da Silva,M,21,184,73,2012,Summer,Football,Football Men's Football,Silver,Brazil,1
25269,Sarah Delphine lonore Daninthe,F,24,172,69,2004,Summer,Fencing,"Fencing Women's epee, Team",Bronze,France,1
25275,Arne Dankers,M,25,185,82,2006,Winter,Speed Skating,Speed Skating Men's Team Pursuit (8 laps),Silver,Canada,1
25276,Taras Hryhoriyovych Danko,M,28,177,84,2008,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze,Ukraine,1
25302,"Alexandra Mary L. ""Alex"" Danson",F,27,167,56,2012,Summer,Hockey,Hockey Women's Hockey,Bronze,UK,1
25302,"Alexandra Mary L. ""Alex"" Danson",F,31,167,56,2016,Summer,Hockey,Hockey Women's Hockey,Gold,UK,1
25307,Dante Guimares Santos do Amaral,M,23,201,86,2004,Summer,Volleyball,Volleyball Men's Volleyball,Gold,Brazil,1
25307,Dante Guimares Santos do Amaral,M,27,201,86,2008,Summer,Volleyball,Volleyball Men's Volleyball,Silver,Brazil,1
25307,Dante Guimares Santos do Amaral,M,31,201,86,2012,Summer,Volleyball,Volleyball Men's Volleyball,Silver,Brazil,1
25312,Jamie Annette Dantzscher,F,18,152,49,2000,Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze,USA,1
25315,"Natasha De'Anka ""Tasha"" Danvers (-Smith-)",F,30,173,64,2008,Summer,Athletics,Athletics Women's 400 metres Hurdles,Bronze,UK,1
25317,Serhiy Petrovych Danylchenko,M,26,162,54,2000,Summer,Boxing,Boxing Men's Bantamweight,Bronze,Ukraine,1
25330,Melodie Daoust,F,22,163,71,2014,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada,1
25351,Benjamin Ren Pierre Darbelet,M,27,170,60,2008,Summer,Judo,Judo Men's Half-Lightweight,Silver,France,1
25358,Carolyn Darbyshire-McRory,F,46,168,61,2010,Winter,Curling,Curling Women's Curling,Silver,Canada,1
25380,Hannah Darling,F,20,174,72,2016,Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze,Canada,1
25384,Lisa Darmanin,F,24,168,65,2016,Summer,Sailing,Sailing Mixed Multihull,Silver,Australia,1
25399,Roddy Darragon,M,22,183,79,2006,Winter,Cross Country Skiing,Cross Country Skiing Men's Sprint,Silver,France,1
25419,Natalie Rose Darwitz,F,18,160,65,2002,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,USA,1
25419,Natalie Rose Darwitz,F,22,160,65,2006,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,USA,1
25419,Natalie Rose Darwitz,F,26,160,65,2010,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,USA,1
25444,Dmitry Vladimirovich Dashchinsky,M,28,170,68,2006,Winter,Freestyle Skiing,Freestyle Skiing Men's Aerials,Silver,Belarus,1
25448,Tuyana Norpolovna Dashidorzhiyeva,F,20,169,57,2016,Summer,Archery,Archery Women's Team,Silver,Russia,1
25484,Pavel Valeryevich Datsyuk,M,23,180,86,2002,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Russia,1
25501,Line Daugaard (-Widt Fruensgaard),F,26,174,65,2004,Summer,Handball,Handball Women's Handball,Gold,Denmark,1
25537,Flemming Davanger,M,38,183,68,2002,Winter,Curling,Curling Men's Curling,Gold,Norway,1
25543,Lara Shiree Davenport,F,24,174,63,2008,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold,Australia,1
25609,Caryn Davies,F,22,193,82,2004,Summer,Rowing,Rowing Women's Coxed Eights,Silver,USA,1
25609,Caryn Davies,F,26,193,82,2008,Summer,Rowing,Rowing Women's Coxed Eights,Gold,USA,1
25609,Caryn Davies,F,30,193,82,2012,Summer,Rowing,Rowing Women's Coxed Eights,Gold,USA,1
25615,"David ""Dave"" Davies",M,19,190,84,2004,Summer,Swimming,"Swimming Men's 1,500 metres Freestyle",Bronze,UK,1
25615,"David ""Dave"" Davies",M,23,190,84,2008,Summer,Swimming,Swimming Men's 10 kilometres Open Water,Silver,UK,1
25627,James Davies,M,25,181,98,2016,Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Silver,UK,1
25647,Stephen John Davies,M,31,174,77,2000,Summer,Hockey,Hockey Men's Hockey,Bronze,Australia,1
25667,"Anthony Marshon Davis, Jr.",M,19,208,100,2012,Summer,Basketball,Basketball Men's Basketball,Gold,USA,1
25676,David Davis Cmara,M,31,185,85,2008,Summer,Handball,Handball Men's Handball,Bronze,Spain,1
25687,Hannah Davis,F,22,167,70,2008,Summer,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze,Australia,1
25688,Heather Davis,F,26,177,77,2000,Summer,Rowing,Rowing Women's Coxed Eights,Bronze,Canada,1
25703,"Joshua Clark ""Josh"" Davis",M,28,188,84,2000,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver,USA,1
25703,"Joshua Clark ""Josh"" Davis",M,28,188,84,2000,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,USA,1
25709,Lucy Davis,F,23,165,55,2016,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,USA,1
25713,Meryl Elizabeth Davis,F,23,160,49,2010,Winter,Figure Skating,Figure Skating Mixed Ice Dancing,Silver,USA,1
25713,Meryl Elizabeth Davis,F,27,160,49,2014,Winter,Figure Skating,Figure Skating Mixed Ice Dancing,Gold,USA,1
25713,Meryl Elizabeth Davis,F,27,160,49,2014,Winter,Figure Skating,Figure Skating Mixed Team,Bronze,USA,1
25716,Nicole Marie Davis,F,26,167,66,2008,Summer,Volleyball,Volleyball Women's Volleyball,Silver,USA,1
25716,Nicole Marie Davis,F,30,167,66,2012,Summer,Volleyball,Volleyball Women's Volleyball,Silver,USA,1
25718,Paul Martin Davis,M,42,193,105,2000,Summer,Sailing,Sailing Mixed Three Person Keelboat,Bronze,Norway,1
25723,Shani Earl Davis,M,23,188,86,2006,Winter,Speed Skating,"Speed Skating Men's 1,000 metres",Gold,USA,1
25723,Shani Earl Davis,M,23,188,86,2006,Winter,Speed Skating,"Speed Skating Men's 1,500 metres",Silver,USA,1
25723,Shani Earl Davis,M,27,188,86,2010,Winter,Speed Skating,"Speed Skating Men's 1,000 metres",Gold,USA,1
25723,Shani Earl Davis,M,27,188,86,2010,Winter,Speed Skating,"Speed Skating Men's 1,500 metres",Silver,USA,1
25735,Pauline Elaine Davis-Thompson,F,34,167,57,2000,Summer,Athletics,Athletics Women's 200 metres,Gold,Bahamas,1
25735,Pauline Elaine Davis-Thompson,F,34,167,57,2000,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,Bahamas,1
25747,Gevorg Davtyan,M,25,165,77,2008,Summer,Weightlifting,Weightlifting Men's Middleweight,Bronze,Armenia,1
25750,Nadia Davy,F,23,168,54,2004,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,Jamaica,1
25762,Anastasiya Semyonovna Davydova,F,21,170,54,2004,Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,Russia,1
25762,Anastasiya Semyonovna Davydova,F,21,170,54,2004,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,Russia,1
25762,Anastasiya Semyonovna Davydova,F,25,170,54,2008,Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold,Russia,1
25762,Anastasiya Semyonovna Davydova,F,25,170,54,2008,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,Russia,1
25762,Anastasiya Semyonovna Davydova,F,29,170,54,2012,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,Russia,1
25764,Nataliya Anatolivna Davydova,F,23,165,70,2008,Summer,Weightlifting,Weightlifting Women's Light-Heavyweight,Bronze,Ukraine,1
25774,Dominique Margaux Dawes (-Thompson),F,23,158,54,2000,Summer,Gymnastics,Gymnastics Women's Team All-Around,Bronze,USA,1
25782,Edward James Eddie Dawkins,M,27,185,93,2016,Summer,Cycling,Cycling Men's Team Sprint,Silver,New Zealand,1
25784,Travis Sentell Dawkins,M,21,182,81,2000,Summer,Baseball,Baseball Men's Baseball,Gold,USA,1
25796,Peter Douglas Dawson,M,22,182,74,2004,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,Australia,1
25802,Toby Soo-Chul (Bong-Seok) Dawson (Kim-),M,27,170,68,2006,Winter,Freestyle Skiing,Freestyle Skiing Men's Moguls,Bronze,USA,1
25807,Christine Day,F,25,168,51,2012,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze,Jamaica,1
25807,Christine Day,F,29,168,51,2016,Summer,Athletics,Athletics Women's 4 x 400 metres Relay,Silver,Jamaica,1
25815,"Michael ""Mike"" Day",M,23,191,93,2008,Summer,Cycling,Cycling Men's BMX,Silver,USA,1
25836,Mara Silvina D'Elia,F,26,173,69,2012,Summer,Hockey,Hockey Women's Hockey,Silver,Argentina,1
25898,Luiz Felipe Cortizo Gonalves de Azevedo,M,47,179,73,2000,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,Brazil,1
25906,Bruno Lins Tenrio de Barros,M,21,182,85,2008,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,Brazil,1
25933,Merel Manon de Blaey,F,25,172,65,2012,Summer,Hockey,Hockey Women's Hockey,Gold,Netherlands,1
25973,Chantal de Bruijn,F,28,174,71,2004,Summer,Hockey,Hockey Women's Hockey,Silver,Netherlands,1
25974,Danille de Bruijn,F,30,172,68,2008,Summer,Water Polo,Water Polo Women's Water Polo,Gold,Netherlands,1
25975,Inge de Bruijn,F,27,174,55,2000,Summer,Swimming,Swimming Women's 50 metres Freestyle,Gold,Netherlands,1
25975,Inge de Bruijn,F,27,174,55,2000,Summer,Swimming,Swimming Women's 100 metres Freestyle,Gold,Netherlands,1
25975,Inge de Bruijn,F,27,174,55,2000,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,Netherlands,1
25975,Inge de Bruijn,F,27,174,55,2000,Summer,Swimming,Swimming Women's 100 metres Butterfly,Gold,Netherlands,1
25975,Inge de Bruijn,F,30,174,55,2004,Summer,Swimming,Swimming Women's 50 metres Freestyle,Gold,Netherlands,1
25975,Inge de Bruijn,F,30,174,55,2004,Summer,Swimming,Swimming Women's 100 metres Freestyle,Silver,Netherlands,1
25975,Inge de Bruijn,F,30,174,55,2004,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,Netherlands,1
25975,Inge de Bruijn,F,30,174,55,2004,Summer,Swimming,Swimming Women's 100 metres Butterfly,Bronze,Netherlands,1
26125,Eva Roma Maria de Goede,F,19,170,61,2008,Summer,Hockey,Hockey Women's Hockey,Gold,Netherlands,1
26125,Eva Roma Maria de Goede,F,23,170,61,2012,Summer,Hockey,Hockey Women's Hockey,Gold,Netherlands,1
26125,Eva Roma Maria de Goede,F,27,170,61,2016,Summer,Hockey,Hockey Women's Hockey,Silver,Netherlands,1
26135,Andre De Grasse,M,21,176,70,2016,Summer,Athletics,Athletics Men's 100 metres,Bronze,Canada,1
26135,Andre De Grasse,M,21,176,70,2016,Summer,Athletics,Athletics Men's 200 metres,Silver,Canada,1
26135,Andre De Grasse,M,21,176,70,2016,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,Canada,1
26151,Sytske Louise de Groot,F,26,180,72,2012,Summer,Rowing,Rowing Women's Coxed Eights,Bronze,Netherlands,1
26159,Annemiek Nicolien de Haan,F,23,187,70,2004,Summer,Rowing,Rowing Women's Coxed Eights,Bronze,Netherlands,1
26159,Annemiek Nicolien de Haan,F,27,187,70,2008,Summer,Rowing,Rowing Women's Coxed Eights,Silver,Netherlands,1
26159,Annemiek Nicolien de Haan,F,31,187,70,2012,Summer,Rowing,Rowing Women's Coxed Eights,Bronze,Netherlands,1
26200,Bob Johannes Carolus de Jong,M,29,181,82,2006,Winter,Speed Skating,"Speed Skating Men's 10,000 metres",Gold,Netherlands,1
26200,Bob Johannes Carolus de Jong,M,33,181,82,2010,Winter,Speed Skating,"Speed Skating Men's 10,000 metres",Bronze,Netherlands,1
26200,Bob Johannes Carolus de Jong,M,37,181,82,2014,Winter,Speed Skating,"Speed Skating Men's 10,000 metres",Bronze,Netherlands,1
26214,Rachelle De Jong-Viinberg,F,33,183,74,2012,Summer,Rowing,Rowing Women's Coxed Eights,Silver,Canada,1
26216,Mark de Jonge,M,28,180,91,2012,Summer,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Bronze,Canada,1
26219,Juan Leon de Jongh,M,28,175,87,2016,Summer,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze,South Africa,1
26265,Juan Mara de la Fuente,M,24,181,74,2000,Summer,Sailing,Sailing Men's Two Person Dinghy,Bronze,Argentina,1
26265,Juan Mara de la Fuente,M,35,181,74,2012,Summer,Sailing,Sailing Men's Two Person Dinghy,Bronze,Argentina,1
26346,Paul-Henri Philippe Emmanuel De Le Rue,M,21,176,82,2006,Winter,Snowboarding,Snowboarding Men's Boardercross,Bronze,France,1
26374,Vanderlei Cordeiro de Lima,M,35,168,54,2004,Summer,Athletics,Athletics Men's Marathon,Bronze,Brazil,1
26375,Vicente Lenlson de Lima,M,23,166,66,2000,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Silver,Brazil,1
26375,Vicente Lenlson de Lima,M,31,166,66,2008,Summer,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze,Brazil,1
26495,Teun Floris de Nooijer,M,24,184,79,2000,Summer,Hockey,Hockey Men's Hockey,Gold,Netherlands,1
26495,Teun Floris de Nooijer,M,28,184,79,2004,Summer,Hockey,Hockey Men's Hockey,Silver,Netherlands,1
26495,Teun Floris de Nooijer,M,36,184,79,2012,Summer,Hockey,Hockey Men's Hockey,Silver,Netherlands,1
26593,Lisanne Freya de Roever,F,25,172,58,2004,Summer,Hockey,Hockey Women's Hockey,Silver,Netherlands,1
26593,Lisanne Freya de Roever,F,29,172,58,2008,Summer,Hockey,Hockey Women's Hockey,Gold,Netherlands,1
26603,Daniele De Rossi,M,21,183,76,2004,Summer,Football,Football Men's Football,Bronze,Italy,1
26718,Zoe Michaela  de Toledo,F,29,172,58,2016,Summer,Rowing,Rowing Women's Coxed Eights,Silver,UK,1
26751,Bob de Voogd,M,23,183,80,2012,Summer,Hockey,Hockey Men's Hockey,Silver,Netherlands,1
26773,Xan de Waard,F,20,163,55,2016,Summer,Hockey,Hockey Women's Hockey,Silver,Netherlands,1
26783,Sander Sebastiaan de Wijn,M,22,183,78,2012,Summer,Hockey,Hockey Men's Hockey,Silver,Netherlands,1
26785,tienne De Wilde,M,42,172,70,2000,Summer,Cycling,Cycling Men's Madison,Silver,Belgium,1
26804,Liam Andrew De Young,M,22,179,75,2004,Summer,Hockey,Hockey Men's Hockey,Gold,Australia,1
26804,Liam Andrew De Young,M,26,179,75,2008,Summer,Hockey,Hockey Men's Hockey,Bronze,Australia,1
26804,Liam Andrew De Young,M,30,179,75,2012,Summer,Hockey,Hockey Men's Hockey,Bronze,Australia,1
26823,Adam Richard Deadmarsh,M,26,183,89,2002,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,USA,1
26829,Nathan Douglas Deakes,M,26,183,66,2004,Summer,Athletics,Athletics Men's 20 kilometres Walk,Bronze,Australia,1
26832,Matt Deakin,M,24,193,90,2004,Summer,Rowing,Rowing Men's Coxed Eights,Gold,USA,1
26861,Timothy Deavin,M,27,185,77,2012,Summer,Hockey,Hockey Men's Hockey,Bronze,Australia,1
26871,Dmitry Vladimirovich Debelka,M,24,190,130,2000,Summer,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Bronze,Belarus,1
26880,Rajmond Debevec,M,37,182,72,2000,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Gold,Slovenia,1
26880,Rajmond Debevec,M,45,182,72,2008,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze,Slovenia,1
26880,Rajmond Debevec,M,49,182,72,2012,Summer,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze,Slovenia,1
26923,Brianna Decker,F,22,163,67,2014,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,USA,1
26938,Lucie Dcosse,F,27,168,70,2008,Summer,Judo,Judo Women's Half-Middleweight,Silver,France,1
26938,Lucie Dcosse,F,30,168,70,2012,Summer,Judo,Judo Women's Middleweight,Gold,France,1
26939,Sara DeCosta (-Hayes),F,24,178,59,2002,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,USA,1
26960,Virginie Dedieu,F,21,164,52,2000,Summer,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze,France,1
26967,Oskar Deecke,M,26,183,78,2012,Summer,Hockey,Hockey Men's Hockey,Gold,Germany,1
26979,Didier Dfago,M,32,184,89,2010,Winter,Alpine Skiing,Alpine Skiing Men's Downhill,Gold,Switzerland,1
26980,Meseret Defar Tola,F,20,159,42,2004,Summer,Athletics,"Athletics Women's 5,000 metres",Gold,Ethiopia,1
26980,Meseret Defar Tola,F,24,159,42,2008,Summer,Athletics,"Athletics Women's 5,000 metres",Bronze,Ethiopia,1
26980,Meseret Defar Tola,F,28,159,42,2012,Summer,Athletics,"Athletics Women's 5,000 metres",Gold,Ethiopia,1
26983,Gervasio Deferr ngel,M,19,166,69,2000,Summer,Gymnastics,Gymnastics Men's Horse Vault,Gold,Spain,1
26983,Gervasio Deferr ngel,M,23,166,69,2004,Summer,Gymnastics,Gymnastics Men's Horse Vault,Gold,Spain,1
26983,Gervasio Deferr ngel,M,27,166,69,2008,Summer,Gymnastics,Gymnastics Men's Floor Exercise,Silver,Spain,1
26991,Hlne Defrance,F,29,179,66,2016,Summer,Sailing,Sailing Women's Two Person Dinghy,Bronze,France,1
26993,Vincent Franois Marie Defrasne,M,24,174,63,2002,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,France,1
26993,Vincent Franois Marie Defrasne,M,28,174,63,2006,Winter,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,Gold,France,1
26993,Vincent Franois Marie Defrasne,M,28,174,63,2006,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,France,1
26996,James Frederick DeGale,M,22,183,76,2008,Summer,Boxing,Boxing Men's Middleweight,Gold,UK,1
27045,Riccardo Dei Rossi,M,31,191,90,2000,Summer,Rowing,Rowing Men's Coxless Fours,Silver,Italy,1
27049,Alex Deibold,M,27,185,86,2014,Winter,Snowboarding,Snowboarding Men's Boardercross,Bronze,USA,1
27060,Julie Bndicte Deiters,F,25,165,60,2000,Summer,Hockey,Hockey Women's Hockey,Bronze,Netherlands,1
27078,Femke Pauline Dekker,F,29,186,70,2008,Summer,Rowing,Rowing Women's Coxed Eights,Silver,Netherlands,1
27081,Inge Dekker,F,18,183,67,2004,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze,Netherlands,1
27081,Inge Dekker,F,22,183,67,2008,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold,Netherlands,1
27081,Inge Dekker,F,26,183,67,2012,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,Netherlands,1
27088,Hurnet Nicoret Dekkers,F,30,193,83,2004,Summer,Rowing,Rowing Women's Coxed Eights,Bronze,Netherlands,1
27123,Marco Del Lungo,M,26,190,97,2016,Summer,Water Polo,Water Polo Men's Water Polo,Bronze,Italy,1
27128,Simone Del Nero,M,23,183,77,2004,Summer,Football,Football Men's Football,Bronze,Italy,1
27132,Juan Martn del Potro,M,23,198,97,2012,Summer,Tennis,Tennis Men's Singles,Bronze,Argentina,1
27132,Juan Martn del Potro,M,27,198,97,2016,Summer,Tennis,Tennis Men's Singles,Silver,Argentina,1
27181,"Ashley Jason ""Ash"" Delaney",M,22,185,82,2008,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,Australia,1
27206,Marie Claire Delattre-Demory,F,27,172,61,2008,Summer,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze,France,1
27256,Carlos Francisco Delfino,M,21,196,95,2004,Summer,Basketball,Basketball Men's Basketball,Gold,Argentina,1
27256,Carlos Francisco Delfino,M,25,196,95,2008,Summer,Basketball,Basketball Men's Basketball,Bronze,Argentina,1
27268,Csar Fabin Delgado Godoy,M,22,174,69,2004,Summer,Football,Football Men's Football,Gold,Argentina,1
27286,Nuno Miguel Delgado,M,24,180,81,2000,Summer,Judo,Judo Men's Half-Middleweight,Bronze,Portugal,1
27305,Rita Deli,F,28,180,69,2000,Summer,Handball,Handball Women's Handball,Silver,Hungary,1
27330,Natalie Dell,F,27,175,75,2012,Summer,Rowing,Rowing Women's Quadruple Sculls,Bronze,USA,1
27357,Elena Delle Donne,F,26,195,86,2016,Summer,Basketball,Basketball Women's Basketball,Gold,USA,1
27375,Jeroen Petrus Maria Delme,M,27,173,76,2000,Summer,Hockey,Hockey Men's Hockey,Gold,Netherlands,1
27375,Jeroen Petrus Maria Delme,M,31,173,76,2004,Summer,Hockey,Hockey Men's Hockey,Silver,Netherlands,1
27380,"Cynthia ""Janay"" DeLoach (-Soukup)",F,26,166,58,2012,Summer,Athletics,Athletics Women's Long Jump,Bronze,USA,1
27438,Siraba Dembl,F,30,172,64,2016,Summer,Handball,Handball Women's Handball,Silver,France,1
27442,Albert Mikhaylovich Demchenko,M,34,185,95,2006,Winter,Luge,Luge Men's Singles,Silver,Russia,1
27442,Albert Mikhaylovich Demchenko,M,42,185,95,2014,Winter,Luge,Luge Men's Singles,Silver,Russia,1
27442,Albert Mikhaylovich Demchenko,M,42,185,95,2014,Winter,Luge,Luge Mixed Team Relay,Silver,Russia,1
27453,Yana Mykhailivna Dementieva,F,33,182,75,2012,Summer,Rowing,Rowing Women's Quadruple Sculls,Gold,Ukraine,1
27456,Yevgeny Aleksandrovich Dementyev,M,23,182,77,2006,Winter,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,Silver,Russia,1
27456,Yevgeny Aleksandrovich Dementyev,M,23,182,77,2006,Winter,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon,Gold,Russia,1
27457,Yelena Vyacheslavovna Dementyeva (-Afinogenova),F,18,180,64,2000,Summer,Tennis,Tennis Women's Singles,Silver,Russia,1
27457,Yelena Vyacheslavovna Dementyeva (-Afinogenova),F,26,180,64,2008,Summer,Tennis,Tennis Women's Singles,Gold,Russia,1
27463,"Deirdre ""Dede"" Demet-Barry",F,31,175,61,2004,Summer,Cycling,Cycling Women's Individual Time Trial,Silver,USA,1
27488,Mirela Krasimirova Demireva,F,26,180,58,2016,Summer,Athletics,Athletics Women's High Jump,Silver,Bulgaria,1
27495,Soner Demirta,M,25,170,74,2016,Summer,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze,Turkey,1
27504,"William ""Bill"" Demong",M,29,178,66,2010,Winter,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual",Gold,USA,1
27504,"William ""Bill"" Demong",M,29,178,66,2010,Winter,Nordic Combined,Nordic Combined Men's Team,Silver,USA,1
27507,Frdric Alain Demontfaucon,M,26,182,90,2000,Summer,Judo,Judo Men's Middleweight,Bronze,France,1
27516,"Nicholas Charles ""Nick"" Dempsey",M,23,180,71,2004,Summer,Sailing,Sailing Men's Windsurfer,Bronze,UK,1
27516,"Nicholas Charles ""Nick"" Dempsey",M,31,180,71,2012,Summer,Sailing,Sailing Men's Windsurfer,Silver,UK,1
27516,"Nicholas Charles ""Nick"" Dempsey",M,35,180,71,2016,Summer,Sailing,Sailing Men's Windsurfer,Silver,UK,1
27524,Lashinda Monique Demus,F,29,170,60,2012,Summer,Athletics,Athletics Women's 400 metres Hurdles,Silver,USA,1
27528,Valentin Demyanenko,M,32,193,93,2016,Summer,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",Silver,Azerbaijan,1
27545,Felix Denayer,M,26,190,85,2016,Summer,Hockey,Hockey Men's Hockey,Silver,Belgium,1
27558,Antoine Dnriaz,M,29,189,97,2006,Winter,Alpine Skiing,Alpine Skiing Men's Downhill,Gold,France,1
27569,Deng Linlin,F,16,144,34,2008,Summer,Gymnastics,Gymnastics Women's Team All-Around,Gold,China,1
27569,Deng Linlin,F,20,144,34,2012,Summer,Gymnastics,Gymnastics Women's Balance Beam,Gold,China,1
27572,Deng Shudi,M,24,163,58,2016,Summer,Gymnastics,Gymnastics Men's Team All-Around,Bronze,China,1
27574,Deng Wei,F,23,159,63,2016,Summer,Weightlifting,Weightlifting Women's Middleweight,Gold,China,1
27601,Aleksey Alekseyevich Denisenko,M,18,185,68,2012,Summer,Taekwondo,Taekwondo Men's Flyweight,Bronze,Russia,1
