id,name,sex,age,height,weight,year,season,sport,event,medal,country,medal_count
65246,Kevin Kuske,M,31,196,116,2010,Winter,Bobsleigh,Bobsleigh Men's Two,Gold,Germany,1
65246,Kevin Kuske,M,31,196,116,2010,Winter,Bobsleigh,Bobsleigh Men's Four,Silver,Germany,1
65271,Mateusz Kusznierewicz,M,29,193,100,2004,Summer,Sailing,Sailing Men's One Person Dinghy,Bronze,Poland,1
65287,Marco Kutscher,M,29,187,75,2004,Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze,Germany,1
65287,Marco Kutscher,M,29,187,75,2004,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze,Germany,1
65311,Nataliya Anatolyevna Kutuzova,F,25,178,63,2000,Summer,Water Polo,Water Polo Women's Water Polo,Bronze,Russia,1
65343,Dmitry Leonidovich Kuzelev,M,30,196,98,2000,Summer,Handball,Handball Men's Handball,Gold,Russia,1
65345,Olga Sergeyevna Kuzenkova,F,29,176,75,2000,Summer,Athletics,Athletics Women's Hammer Throw,Silver,Russia,1
65345,Olga Sergeyevna Kuzenkova,F,33,176,75,2004,Summer,Athletics,Athletics Women's Hammer Throw,Gold,Russia,1
65346,Olga Petrovna Kuzhela,F,22,172,55,2008,Summer,Synchronized Swimming,Synchronized Swimming Women's Team,Gold,Russia,1
65354,Marina Vyacheslavovna Kuzina,F,23,195,86,2008,Summer,Basketball,Basketball Women's Basketball,Bronze,Russia,1
65355,Svetlana Vladimirovna Kuzina,F,25,165,62,2000,Summer,Water Polo,Water Polo Women's Water Polo,Bronze,Russia,1
65376,Anastasia Vladimirovna Kuzmina (Shipulina-),F,25,180,67,2010,Winter,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Gold,Slovakia,1
65376,Anastasia Vladimirovna Kuzmina (Shipulina-),F,25,180,67,2010,Winter,Biathlon,Biathlon Women's 10 kilometres Pursuit,Silver,Slovakia,1
65376,Anastasia Vladimirovna Kuzmina (Shipulina-),F,29,180,67,2014,Winter,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Gold,Slovakia,1
65393,Mikhail Nikolayevich Kuznetsov,M,23,174,72,2008,Summer,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze,Russia,1
65410,Yevgeny Vladimirovich Kuznetsov,M,22,170,64,2012,Summer,Diving,Diving Men's Synchronized Springboard,Silver,Russia,1
65411,Polina Viktorovna Kuznetsova (Vyakhireva-),F,29,168,60,2016,Summer,Handball,Handball Women's Handball,Gold,Russia,1
65424,Nataliya Yuryevna Kuzyutina,F,27,160,52,2016,Summer,Judo,Judo Women's Half-Lightweight,Bronze,Russia,1
65427,Manuchar K'virk'velia,M,29,170,74,2008,Summer,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Gold,Georgia,1
65444,Illia Olehovych Kvasha,M,20,176,73,2008,Summer,Diving,Diving Men's Synchronized Springboard,Bronze,Ukraine,1
65446,Oleg Vladimirovich Kvasha,M,23,195,97,2002,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Russia,1
65461,Petra Kvitov,F,26,183,70,2016,Summer,Tennis,Tennis Women's Singles,Bronze,Czech Republic,1
65477,Michelle Wingshan Kwan (-Pell),F,21,157,49,2002,Winter,Figure Skating,Figure Skating Women's Singles,Bronze,USA,1
65528,Kye Sun-Hui,F,21,158,60,2000,Summer,Judo,Judo Women's Half-Lightweight,Bronze,North Korea,1
65528,Kye Sun-Hui,F,25,158,60,2004,Summer,Judo,Judo Women's Lightweight,Silver,North Korea,1
65535,Kaylyn McKenzie Kyle,F,23,173,61,2012,Summer,Football,Football Women's Football,Bronze,Canada,1
65539,Anne Maria Kyllnen,F,26,173,61,2014,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver,Finland,1
65542,"Erik Kynard, Jr.",M,21,194,89,2012,Summer,Athletics,Athletics Men's High Jump,Silver,USA,1
65585,Julio Csar La Cruz Peraza,M,26,182,81,2016,Summer,Boxing,Boxing Men's Light-Heavyweight,Gold,Cuba,1
65587,Annie Lilian La Fleur (Burgess-),F,30,167,62,2000,Summer,Basketball,Basketball Women's Basketball,Silver,Australia,1
65593,Miguel La Hera Betancourt,M,23,192,92,2008,Summer,Baseball,Baseball Men's Baseball,Silver,Cuba,1
65612,Antti Akseli Laaksonen,M,32,180,82,2006,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,Finland,1
65616,Emma Kriistina Laaksonen-Terho,F,28,159,60,2010,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Finland,1
65652,Stephanie Lynn Marie Labb,F,29,178,53,2016,Summer,Football,Football Women's Football,Bronze,Canada,1
65665,"Charline ""Charlie"" Labont",F,23,175,72,2006,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada,1
65665,"Charline ""Charlie"" Labont",F,27,175,72,2010,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada,1
65665,"Charline ""Charlie"" Labont",F,31,175,72,2014,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada,1
65669,Marion Laborde,F,25,178,75,2012,Summer,Basketball,Basketball Women's Basketball,Silver,France,1
65670,Yurisel Laborde Duanes,F,24,167,78,2004,Summer,Judo,Judo Women's Half-Heavyweight,Bronze,Cuba,1
65682,"Yanelis Yuliet ""Yanely"" Labrada Daz",F,22,167,49,2004,Summer,Taekwondo,Taekwondo Women's Flyweight,Silver,Cuba,1
65747,Blaenko Lackovi,M,23,196,99,2004,Summer,Handball,Handball Men's Handball,Gold,Croatia,1
65747,Blaenko Lackovi,M,31,196,99,2012,Summer,Handball,Handball Men's Handball,Bronze,Croatia,1
65759,Alexandra Lacrabre,F,29,177,73,2016,Summer,Handball,Handball Women's Handball,Silver,France,1
65769,Jess Mara Lacruz Gmez,M,22,183,78,2000,Summer,Football,Football Men's Football,Silver,Spain,1
65817,Andry Laffita Hernndez,M,30,162,51,2008,Summer,Boxing,Boxing Men's Flyweight,Silver,Cuba,1
65854,Bernard Kipchirchir Lagat,M,25,173,58,2000,Summer,Athletics,"Athletics Men's 1,500 metres",Bronze,Kenya,1
65854,Bernard Kipchirchir Lagat,M,29,173,58,2004,Summer,Athletics,"Athletics Men's 1,500 metres",Silver,Kenya,1
65878,Karim Florent Laghouag,M,40,177,70,2016,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold,France,1
65885,Scotty Lago,M,22,185,77,2010,Winter,Snowboarding,Snowboarding Men's Halfpipe,Bronze,USA,1
65905,Yevgeny Aleksandrovich Lagunov,M,22,188,77,2008,Summer,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Silver,Russia,1
65905,Yevgeny Aleksandrovich Lagunov,M,26,188,77,2012,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,Russia,1
65925,Brahim Lahlafi,M,32,172,62,2000,Summer,Athletics,"Athletics Men's 5,000 metres",Bronze,Morocco,1
65946,Krista Lhteenmki (-Prmkoski),F,23,160,57,2014,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Silver,Finland,1
65947,Janne Petteri Lahtela,M,27,171,72,2002,Winter,Freestyle Skiing,Freestyle Skiing Men's Moguls,Gold,Finland,1
66030,Samppa Kalevi Lajunen,M,22,177,65,2002,Winter,Nordic Combined,Nordic Combined Men's Team,Gold,Finland,1
66030,Samppa Kalevi Lajunen,M,22,177,65,2002,Winter,Nordic Combined,Nordic Combined Men's Individual,Gold,Finland,1
66030,Samppa Kalevi Lajunen,M,22,177,65,2002,Winter,Nordic Combined,Nordic Combined Men's Sprint,Gold,Finland,1
66079,Gennady Kazbekovich Laliyev,M,25,174,84,2004,Summer,Wrestling,"Wrestling Men's Middleweight, Freestyle",Silver,Kazakhstan,1
66120,Kim Lamarre,F,25,165,54,2014,Winter,Freestyle Skiing,Freestyle Skiing Women's Slopestyle,Bronze,Canada,1
66123,Eric Lamaze,M,40,170,65,2008,Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Gold,Canada,1
66123,Eric Lamaze,M,40,170,65,2008,Summer,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver,Canada,1
66123,Eric Lamaze,M,48,170,65,2016,Summer,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze,Canada,1
66162,Stephen Lambert,M,28,188,87,2008,Summer,Hockey,Hockey Men's Hockey,Bronze,Australia,1
66172,Stphane Lambiel,M,20,174,61,2006,Winter,Figure Skating,Figure Skating Men's Singles,Silver,Switzerland,1
66177,"Richard Edward ""Rich"" Lambourne",M,33,190,100,2008,Summer,Volleyball,Volleyball Men's Volleyball,Gold,USA,1
66214,Kim Lammers,F,31,176,69,2012,Summer,Hockey,Hockey Women's Hockey,Gold,Netherlands,1
66219,Sophie Lamon,F,15,173,53,2000,Summer,Fencing,"Fencing Women's epee, Team",Silver,Switzerland,1
66220,Yevgeniya Alekseyevna Lamonova,F,24,174,62,2008,Summer,Fencing,"Fencing Women's Foil, Team",Gold,Russia,1
66233,Jocelyne Nicole Lamoureux,F,20,168,70,2010,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,USA,1
66233,Jocelyne Nicole Lamoureux,F,24,168,70,2014,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,USA,1
66235,Monique Edith Lamoureux (-Kolls),F,20,168,70,2010,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,USA,1
66235,Monique Edith Lamoureux (-Kolls),F,24,168,70,2014,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,USA,1
66238,Thomas Lamparter,M,27,183,98,2006,Winter,Bobsleigh,Bobsleigh Men's Four,Bronze,Switzerland,1
66269,Jason Grgory Lamy-Chappuis,M,23,178,65,2010,Winter,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual",Gold,France,1
66277,Brett Daniel Lancaster,M,24,189,80,2004,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold,Australia,1
66305,Dominik Landertinger,M,22,188,75,2010,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver,Austria,1
66305,Dominik Landertinger,M,26,188,75,2014,Winter,Biathlon,Biathlon Men's 10 kilometres Sprint,Silver,Austria,1
66305,Dominik Landertinger,M,26,188,75,2014,Winter,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Bronze,Austria,1
66307,Gabriel Ingemar John Landeskog,M,21,185,99,2014,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,Sweden,1
66315,Niklas Landin Jacobsen,M,27,201,102,2016,Summer,Handball,Handball Men's Handball,Gold,Denmark,1
66328,Laurisa Landre,F,30,174,67,2016,Summer,Handball,Handball Women's Handball,Silver,France,1
66337,Ghislaine Landry,F,28,163,65,2016,Summer,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze,Canada,1
66403,Peter rsted Lang,M,23,185,80,2012,Summer,Sailing,Sailing Men's Skiff,Bronze,Denmark,1
66407,Robert Lang,M,35,189,96,2006,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Czech Republic,1
66416,Nancy Jebet Langat,F,26,153,49,2008,Summer,Athletics,"Athletics Women's 1,500 metres",Gold,Kenya,1
66421,Andr Lange,M,28,188,100,2002,Winter,Bobsleigh,Bobsleigh Men's Four,Gold,Germany,1
66421,Andr Lange,M,32,188,100,2006,Winter,Bobsleigh,Bobsleigh Men's Two,Gold,Germany,1
66421,Andr Lange,M,32,188,100,2006,Winter,Bobsleigh,Bobsleigh Men's Four,Gold,Germany,1
66421,Andr Lange,M,36,188,100,2010,Winter,Bobsleigh,Bobsleigh Men's Two,Gold,Germany,1
66421,Andr Lange,M,36,188,100,2010,Winter,Bobsleigh,Bobsleigh Men's Four,Silver,Germany,1
66437,Santiago Ral Lange Roberti,M,42,184,73,2004,Summer,Sailing,Sailing Mixed Multihull,Bronze,Argentina,1
66437,Santiago Ral Lange Roberti,M,46,184,73,2008,Summer,Sailing,Sailing Mixed Multihull,Bronze,Argentina,1
66437,Santiago Ral Lange Roberti,M,54,184,73,2016,Summer,Sailing,Sailing Mixed Multihull,Gold,Argentina,1
66444,Helen Langehanenberg,F,30,164,48,2012,Summer,Equestrianism,"Equestrianism Mixed Dressage, Team",Silver,Germany,1
66446,Christoph Langen,M,39,188,98,2002,Winter,Bobsleigh,Bobsleigh Men's Two,Gold,Germany,1
66450,Jamie Craig Langenbrunner,M,34,185,93,2010,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,USA,1
66517,"Matthew Keir ""Matt"" Langridge",M,25,194,93,2008,Summer,Rowing,Rowing Men's Coxed Eights,Silver,UK,1
66517,"Matthew Keir ""Matt"" Langridge",M,29,194,93,2012,Summer,Rowing,Rowing Men's Coxed Eights,Bronze,UK,1
66517,"Matthew Keir ""Matt"" Langridge",M,33,194,93,2016,Summer,Rowing,Rowing Men's Coxed Eights,Gold,UK,1
66524,"Steven Daniel ""Steve"" Langton",M,30,188,105,2014,Winter,Bobsleigh,Bobsleigh Men's Two,Bronze,USA,1
66524,"Steven Daniel ""Steve"" Langton",M,30,188,105,2014,Winter,Bobsleigh,Bobsleigh Men's Four,Bronze,USA,1
66534,Aurimas Lankas,M,30,178,89,2016,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Bronze,Lithuania,1
66537,Colleen Lanne,F,24,177,65,2004,Summer,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Silver,USA,1
66575,Filippo Lanza,M,25,198,98,2016,Summer,Volleyball,Volleyball Men's Volleyball,Silver,Italy,1
66593,Lao Lishi,F,16,153,43,2004,Summer,Diving,Diving Women's Platform,Silver,China,1
66593,Lao Lishi,F,16,153,43,2004,Summer,Diving,Diving Women's Synchronized Platform,Gold,China,1
66597,Sandra Laoura,F,25,167,60,2006,Winter,Freestyle Skiing,Freestyle Skiing Women's Moguls,Bronze,France,1
66614,Dmitry Valentinovich Lapikov,M,26,183,105,2008,Summer,Weightlifting,Weightlifting Men's Heavyweight,Bronze,Russia,1
66628,"Matthew Vincent ""Matt"" LaPorta",M,23,188,98,2008,Summer,Baseball,Baseball Men's Baseball,Bronze,USA,1
66649,Lauren Lappin,F,24,170,73,2008,Summer,Softball,Softball Women's Softball,Silver,USA,1
66663,"Giouli ""Georgia"" Lara",F,24,175,78,2004,Summer,Water Polo,Water Polo Women's Water Polo,Silver,Greece,1
66691,Sbastien Lareau,M,27,183,79,2000,Summer,Tennis,Tennis Men's Doubles,Gold,Canada,1
66698,Jonas Erik Larholm,M,30,193,85,2012,Summer,Handball,Handball Men's Handball,Silver,Sweden,1
66710,Dmitry Olegovich Larionov,M,22,185,84,2008,Summer,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze,Russia,1
66711,Igor Nikolayevich Larionov,M,41,176,77,2002,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze,Russia,1
66714,Yekaterina Alekseyevna Larionova,F,22,158,63,2016,Summer,Wrestling,"Wrestling Women's Middleweight, Freestyle",Bronze,Kazakhstan,1
66721,Larissa Frana Maestrini,F,30,174,68,2012,Summer,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Bronze,Brazil,1
66726,"Mitchell James ""Mitch"" Larkin",M,23,187,72,2016,Summer,Swimming,Swimming Men's 200 metres Backstroke,Silver,Australia,1
66726,"Mitchell James ""Mitch"" Larkin",M,23,187,72,2016,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze,Australia,1
66741,Jocelyne Dawn Marie Larocque,F,25,170,63,2014,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold,Canada,1
66784,Eirik Vers Larsen,M,28,182,80,2004,Summer,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,Norway,1
66784,Eirik Vers Larsen,M,28,182,80,2004,Summer,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze,Norway,1
66784,Eirik Vers Larsen,M,32,182,80,2008,Summer,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Silver,Norway,1
66784,Eirik Vers Larsen,M,36,182,80,2012,Summer,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Gold,Norway,1
66805,Jacob Sgaard Larsen,M,28,182,73,2016,Summer,Rowing,Rowing Men's Lightweight Coxless Fours,Silver,Denmark,1
66820,Mads Mensah Larsen,M,24,188,106,2016,Summer,Handball,Handball Men's Handball,Gold,Denmark,1
66827,Niklas Larsen,M,19,180,74,2016,Summer,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze,Denmark,1
66847,Tonje Larsen,F,25,184,72,2000,Summer,Handball,Handball Women's Handball,Bronze,Norway,1
66847,Tonje Larsen,F,33,184,72,2008,Summer,Handball,Handball Women's Handball,Gold,Norway,1
66853,Breeja Larson,F,20,183,73,2012,Summer,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold,USA,1
66861,Jordan Quinn Larson-Burbach,F,25,188,75,2012,Summer,Volleyball,Volleyball Women's Volleyball,Silver,USA,1
66861,Jordan Quinn Larson-Burbach,F,29,188,75,2016,Summer,Volleyball,Volleyball Women's Volleyball,Bronze,USA,1
66866,Peter Andreas Larsson,M,26,173,66,2000,Summer,Handball,Handball Men's Handball,Silver,Sweden,1
66885,Gustav Erik Larsson,M,27,195,77,2008,Summer,Cycling,Cycling Men's Individual Time Trial,Silver,Sweden,1
66906,Maria Linda Larsson,F,22,153,57,2002,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze,Sweden,1
66908,l Mats Arne Larsson,M,25,184,75,2006,Winter,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Bronze,Sweden,1
66933,Anatoly Vladimirovich Laryukov,M,29,175,73,2000,Summer,Judo,Judo Men's Lightweight,Bronze,Belarus,1
66950,Ehsan Lashgari,M,26,180,84,2012,Summer,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze,Iran,1
66952,Revaz Lashkhi,M,24,172,60,2012,Summer,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",Silver,Georgia,1
66953,Irina Lashko (-Furler-),F,31,163,50,2004,Summer,Diving,Diving Women's Synchronized Springboard,Bronze,Australia,1
66954,Yelena Anatolyevna Lashmanova,F,20,170,48,2012,Summer,Athletics,Athletics Women's 20 kilometres Walk,Gold,Russia,1
66957,Michal Eryk Lasko,M,31,202,104,2012,Summer,Volleyball,Volleyball Men's Volleyball,Bronze,Italy,1
66981,Riitta-Liisa Lassila-Roponen,F,31,161,54,2010,Winter,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze,Finland,1
67007,Badri Latif,F,27,169,59,2004,Summer,Hockey,Hockey Women's Hockey,Gold,Germany,1
67049,Heike Ltzsch (-Wedekind),F,30,173,53,2004,Summer,Hockey,Hockey Women's Hockey,Gold,Germany,1
67066,Simone Laudehr,F,22,175,56,2008,Summer,Football,Football Women's Football,Bronze,Germany,1
67066,Simone Laudehr,F,30,175,56,2016,Summer,Football,Football Women's Football,Gold,Germany,1
67089,Jack David Laugher,M,21,166,65,2016,Summer,Diving,Diving Men's Springboard,Silver,UK,1
67089,Jack David Laugher,M,21,166,65,2016,Summer,Diving,Diving Men's Synchronized Springboard,Gold,UK,1
67113,"Laureano ""Lauren"" Bisan Etame-Mayer",M,23,180,71,2000,Summer,Football,Football Men's Football,Gold,Cameroon,1
67177,Andrew George Lauterstein,M,21,190,90,2008,Summer,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze,Australia,1
67177,Andrew George Lauterstein,M,21,190,90,2008,Summer,Swimming,Swimming Men's 100 metres Butterfly,Bronze,Australia,1
67177,Andrew George Lauterstein,M,21,190,90,2008,Summer,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver,Australia,1
67208,Elise Mary Laverick (-Sherwell),F,29,178,73,2004,Summer,Rowing,Rowing Women's Double Sculls,Bronze,UK,1
67208,Elise Mary Laverick (-Sherwell),F,33,178,73,2008,Summer,Rowing,Rowing Women's Double Sculls,Bronze,UK,1
67223,Ezequiel Ivn Lavezzi,M,23,173,75,2008,Summer,Football,Football Men's Football,Gold,Argentina,1
67233,Renaud Lavillenie,M,25,177,71,2012,Summer,Athletics,Athletics Men's Pole Vault,Gold,France,1
67233,Renaud Lavillenie,M,29,177,71,2016,Summer,Athletics,Athletics Men's Pole Vault,Silver,France,1
67255,Sergey Petrovich Lavrenov,M,28,164,68,2000,Summer,Weightlifting,Weightlifting Men's Lightweight,Bronze,Belarus,1
67268,Andrey Ivanovich Lavrov,M,38,197,94,2000,Summer,Handball,Handball Men's Handball,Gold,Russia,1
67268,Andrey Ivanovich Lavrov,M,42,197,94,2004,Summer,Handball,Handball Men's Handball,Bronze,Russia,1
67269,Igor Viktorovich Lavrov,M,27,182,80,2000,Summer,Handball,Handball Men's Handball,Gold,Russia,1
67271,Nataliya Aleksandrovna Lavrova,F,16,175,57,2000,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold,Russia,1
67271,Nataliya Aleksandrovna Lavrova,F,20,175,57,2004,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Gold,Russia,1
67281,"Kelley Law (Atkins-, -Owen)",F,36,159,63,2002,Winter,Curling,Curling Women's Curling,Bronze,Canada,1
67283,Leslie Francis Law,M,35,183,74,2000,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,UK,1
67283,Leslie Francis Law,M,39,183,74,2004,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Gold,UK,1
67283,Leslie Francis Law,M,39,183,74,2004,Summer,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver,UK,1
67295,Kaitlyn Lawes,F,25,160,53,2014,Winter,Curling,Curling Women's Curling,Gold,Canada,1
67297,Erika Lyn Lawler,F,23,152,59,2010,Winter,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver,USA,1
67311,Ashley Lawrence,F,21,163,59,2016,Summer,Football,Football Women's Football,Bronze,Canada,1
67323,"Jacqueline ""Jacqui"" Lawrence",F,26,176,62,2008,Summer,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Silver,Australia,1
67326,Maya Lawrence,F,32,170,64,2012,Summer,Fencing,"Fencing Women's epee, Team",Bronze,USA,1
67335,Tayna Lawrence,F,24,163,61,2000,Summer,Athletics,Athletics Women's 100 metres,Silver,Jamaica,1
67335,Tayna Lawrence,F,24,163,61,2000,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Silver,Jamaica,1
67335,Tayna Lawrence,F,28,163,61,2004,Summer,Athletics,Athletics Women's 4 x 100 metres Relay,Gold,Jamaica,1
67358,Kara Marie Lawson,F,27,175,75,2008,Summer,Basketball,Basketball Women's Basketball,Gold,USA,1
67364,Edwige Lawson-Wade,F,33,166,60,2012,Summer,Basketball,Basketball Women's Basketball,Silver,France,1
67377,Kirsti Lay (-Giroux),F,28,173,65,2016,Summer,Cycling,Cycling Women's Team Pursuit,Bronze,Canada,1
67405,Mylne Lazare,F,24,183,75,2012,Summer,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze,France,1
67439,Pedro Luis Lazo Iglesias,M,27,192,107,2000,Summer,Baseball,Baseball Men's Baseball,Silver,Cuba,1
67439,Pedro Luis Lazo Iglesias,M,31,192,107,2004,Summer,Baseball,Baseball Men's Baseball,Gold,Cuba,1
67439,Pedro Luis Lazo Iglesias,M,35,192,107,2008,Summer,Baseball,Baseball Men's Baseball,Silver,Cuba,1
67441,Suzana Lazovi,F,20,178,72,2012,Summer,Handball,Handball Women's Handball,Silver,Montenegro,1
67444,Mariya Mikhaylovna Lazuk,F,16,161,39,2000,Summer,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver,Belarus,1
67472,Le Chien-Ying,F,26,165,69,2016,Summer,Archery,Archery Women's Team,Bronze,Taiwan,1
67476,Le Maosheng,M,26,163,63,2004,Summer,Weightlifting,Weightlifting Men's Featherweight,Silver,China,1
67485,Chris le Bihan,M,32,188,100,2010,Winter,Bobsleigh,Bobsleigh Men's Four,Bronze,Canada,1
67496,Chad Guy Bertrand le Clos,M,20,190,83,2012,Summer,Swimming,Swimming Men's 100 metres Butterfly,Silver,South Africa,1
67496,Chad Guy Bertrand le Clos,M,20,190,83,2012,Summer,Swimming,Swimming Men's 200 metres Butterfly,Gold,South Africa,1
67496,Chad Guy Bertrand le Clos,M,24,190,83,2016,Summer,Swimming,Swimming Men's 200 metres Freestyle,Silver,South Africa,1
67496,Chad Guy Bertrand le Clos,M,24,190,83,2016,Summer,Swimming,Swimming Men's 100 metres Butterfly,Silver,South Africa,1
67498,Pierre Le Coq,M,27,186,72,2016,Summer,Sailing,Sailing Men's Windsurfer,Bronze,France,1
67499,Latitia Le Corguill,F,22,163,63,2008,Summer,Cycling,Cycling Women's BMX,Silver,France,1
67528,Catriona Ann Le May Doan,F,31,170,70,2002,Winter,Speed Skating,Speed Skating Women's 500 metres,Gold,Canada,1
67538,Erwann Lucien douard Le Pchoux,M,34,171,65,2016,Summer,Fencing,"Fencing Men's Foil, Team",Silver,France,1
67539,milie Le Pennec,F,16,150,37,2004,Summer,Gymnastics,Gymnastics Women's Uneven Bars,Gold,France,1
67620,Vladimir Nikolayevich Lebedev,M,21,178,73,2006,Winter,Freestyle Skiing,Freestyle Skiing Men's Aerials,Bronze,Russia,1
67625,Tatyana Romanovna Lebedeva,F,24,170,61,2000,Summer,Athletics,Athletics Women's Triple Jump,Silver,Russia,1
67625,Tatyana Romanovna Lebedeva,F,28,170,61,2004,Summer,Athletics,Athletics Women's Long Jump,Gold,Russia,1
67625,Tatyana Romanovna Lebedeva,F,28,170,61,2004,Summer,Athletics,Athletics Women's Triple Jump,Bronze,Russia,1
67625,Tatyana Romanovna Lebedeva,F,32,170,61,2008,Summer,Athletics,Athletics Women's Long Jump,Silver,Russia,1
67625,Tatyana Romanovna Lebedeva,F,32,170,61,2008,Summer,Athletics,Athletics Women's Triple Jump,Silver,Russia,1
67641,Karina Chenelle LeBlanc,F,32,177,75,2012,Summer,Football,Football Women's Football,Bronze,Canada,1
67646,Anouk Leblanc-Boucher,F,21,170,62,2006,Winter,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Bronze,Canada,1
67646,Anouk Leblanc-Boucher,F,21,170,62,2006,Winter,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Silver,Canada,1
67668,Cline Lebrun,F,24,169,77,2000,Summer,Judo,Judo Women's Half-Heavyweight,Silver,France,1
67673,Aleksandr Borisovich Lebzyak,M,31,188,81,2000,Summer,Boxing,Boxing Men's Light-Heavyweight,Gold,Russia,1
67693,Barbara Lechner-Engleder,F,33,162,72,2016,Summer,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold,Germany,1
67701,John Clark LeClair,M,32,190,104,2002,Winter,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver,USA,1
67719,Camille Lecointre,F,31,159,56,2016,Summer,Sailing,Sailing Women's Two Person Dinghy,Bronze,France,1
67746,"Kathleen Genevieve ""Katie"" Ledecky",F,15,183,73,2012,Summer,Swimming,Swimming Women's 800 metres Freestyle,Gold,USA,1
67746,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,2016,Summer,Swimming,Swimming Women's 200 metres Freestyle,Gold,USA,1
67746,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,2016,Summer,Swimming,Swimming Women's 400 metres Freestyle,Gold,USA,1
67746,"Kathleen Genevieve ""Katie"" Ledecky",F,19,183,73,2016,Summer,Swimming,Swimming Women's 800 metres Freestyle,Gold,USA,1
